customer_id,segment_name,recency_days,frequency_180d,monetary_180d,ticket_count_90d,return_rate_180d,sessions_30d,campaign_clicks_30d,avg_discount_pct_180d
CUST00053,Champions,25,3,2063.87,1,0.0,9,1,0.457
CUST00054,New Customers,6,1,489.85,0,0.0,3,0,0.25
CUST00055,Champions,3,3,1308.35,0,0.0,6,2,0.247
CUST00056,Champions,9,3,3150.69,1,0.0,3,0,0.287
CUST00057,Dormant Customers,136,1,1713.34,0,0.0,7,1,0.14
CUST00058,Dormant Customers,42,1,644.61,0,0.0,2,4,0.21
CUST00059,Dormant Customers,2,2,1447.55,0,0.0,3,0,0.32
CUST00060,Dormant Customers,145,1,293.22,0,0.0,5,0,0.36
CUST00061,Champions,14,3,1632.4,1,0.0,4,1,0.407
CUST00062,Champions,21,3,2295.98,0,0.0,9,1,0.247
CUST00063,Dormant Customers,216,0,0.0,0,0.0,0,0,0.0
CUST00064,New Customers,2,1,654.93,0,0.0,8,0,0.43
CUST00065,New Customers,6,1,1911.67,0,0.0,3,2,0.0
CUST00066,Dormant Customers,320,0,0.0,0,0.0,11,1,0.0
CUST00067,Dormant Customers,63,2,1246.44,1,0.5,1,2,0.2
CUST00068,Dormant Customers,346,0,0.0,0,0.0,5,1,0.0
CUST00069,Dormant Customers,29,2,874.47,0,0.0,9,1,0.225
CUST00070,Dormant Customers,38,1,542.98,0,0.0,1,0,0.34
CUST00071,High Value But Unhappy,32,1,2062.5,1,0.0,1,2,0.08
CUST00072,High Value But Unhappy,90,2,1697.84,0,0.0,7,1,0.21
CUST00073,Dormant Customers,8,2,1150.72,0,0.0,7,1,0.235
CUST00074,New Customers,7,1,824.34,1,1.0,14,1,0.23
CUST00075,Champions,3,3,1287.45,0,0.0,10,0,0.297
CUST00076,Dormant Customers,20,2,1385.27,0,0.0,17,0,0.22
CUST00077,Dormant Customers,109,1,394.32,0,0.0,0,0,0.36
CUST00078,Dormant Customers,139,1,894.45,0,1.0,5,0,0.42
CUST00079,Dormant Customers,191,0,0.0,0,0.0,2,0,0.0
CUST00080,Dormant Customers,50,1,1461.68,0,0.0,11,0,0.11
CUST00081,Champions,19,5,3417.32,0,0.0,12,0,0.202
CUST00082,Dormant Customers,254,0,0.0,0,0.0,7,3,0.0
CUST00083,At Risk,89,2,806.87,1,0.5,9,0,0.335
CUST00084,Dormant Customers,167,1,1273.18,0,0.0,11,1,0.12
CUST00085,New Customers,14,1,1257.8,0,0.0,8,0,0.2
CUST00086,Champions,21,4,1741.15,1,0.0,7,2,0.268
CUST00087,Dormant Customers,44,1,933.58,0,0.0,1,0,0.38
CUST00088,At Risk,98,2,1169.14,0,0.0,9,0,0.43
CUST00089,Dormant Customers,165,1,1513.5,0,0.0,12,3,0.4
CUST00090,Loyal Customers,80,4,1966.31,0,0.0,5,0,0.375
CUST00091,Dormant Customers,90,1,311.34,0,0.0,9,0,0.36
CUST00092,New Customers,21,1,430.85,0,0.0,1,0,0.26
CUST00093,Dormant Customers,85,1,759.64,0,0.0,16,4,0.12
CUST00094,Dormant Customers,183,0,0.0,0,0.0,6,1,0.0
CUST00095,Dormant Customers,65,1,372.65,1,0.0,10,1,0.41
CUST00096,Dormant Customers,61,2,1414.75,0,0.5,12,0,0.325
CUST00097,Champions,1,3,2946.09,0,0.0,0,0,0.41
CUST00098,Dormant Customers,184,0,0.0,0,0.0,8,0,0.0
CUST00099,At Risk,144,2,1471.51,0,0.0,4,2,0.105
CUST00100,Dormant Customers,70,1,372.37,0,0.0,1,0,0.29
CUST00101,At Risk,108,2,1240.21,0,0.0,2,0,0.255
CUST00102,Dormant Customers,83,1,732.65,0,0.0,2,0,0.16
CUST00103,New Customers,21,1,1469.96,0,0.0,6,1,0.08
CUST00104,Dormant Customers,93,1,955.63,0,0.0,3,0,0.31
CUST00105,Dormant Customers,46,1,2052.43,0,0.0,1,0,0.18
CUST00106,Dormant Customers,61,1,436.15,0,0.0,5,0,0.24
CUST00107,Dormant Customers,12,2,1658.13,0,0.0,2,0,0.125
CUST00108,Dormant Customers,44,1,1074.5,1,1.0,5,0,0.22
CUST00109,At Risk,92,2,1622.28,0,0.0,1,1,0.255
CUST00110,Champions,35,3,2424.8,2,0.0,4,0,0.233
CUST00111,Dormant Customers,178,1,1135.09,0,0.0,3,0,0.23
CUST00112,Champions,0,4,2225.98,0,0.0,4,0,0.3
CUST00113,Dormant Customers,28,2,1601.31,0,0.0,17,0,0.385
CUST00114,Dormant Customers,239,0,0.0,0,0.0,3,1,0.0
CUST00115,Dormant Customers,159,1,596.54,0,0.0,12,2,0.14
CUST00116,Dormant Customers,143,1,452.08,0,0.0,10,2,0.27
CUST00117,At Risk,123,2,1268.88,0,0.0,2,0,0.28
CUST00118,New Customers,27,1,689.56,0,0.0,2,0,0.18
CUST00119,Dormant Customers,69,1,2019.98,1,0.0,12,0,0.25
CUST00120,New Customers,26,1,261.95,0,0.0,6,0,0.27
CUST00121,High Value But Unhappy,27,2,2496.03,0,0.0,5,1,0.19
CUST00122,At Risk,106,2,2048.93,0,0.0,10,4,0.36
CUST00123,Loyal Customers,102,4,2117.52,0,0.0,2,0,0.335
CUST00124,Dormant Customers,194,0,0.0,0,0.0,5,0,0.0
CUST00125,Dormant Customers,8,2,1698.4,0,0.0,0,1,0.395
CUST00126,Discount Sensitive,57,1,919.95,0,0.0,5,0,0.6
CUST00127,Dormant Customers,24,2,729.55,0,0.0,3,0,0.295
CUST00128,Dormant Customers,19,2,1716.68,0,0.0,15,0,0.42
CUST00129,Loyal Customers,83,3,3369.08,1,0.333,7,0,0.313
CUST00130,Dormant Customers,88,1,1272.47,0,0.0,9,0,0.48
CUST00131,High Value But Unhappy,67,1,2157.15,0,0.0,4,0,0.17
CUST00132,Dormant Customers,117,1,1621.76,0,0.0,1,0,0.18
CUST00133,Loyal Customers,54,6,4776.26,0,0.0,5,1,0.365
CUST00134,Dormant Customers,35,2,1527.11,0,0.5,11,0,0.3
CUST00135,Dormant Customers,333,0,0.0,0,0.0,3,1,0.0
CUST00136,Dormant Customers,71,1,514.9,0,0.0,7,0,0.3
CUST00137,At Risk,177,2,1035.87,0,0.0,4,0,0.315
CUST00138,Dormant Customers,61,1,905.11,0,0.0,5,1,0.46
CUST00139,High Value But Unhappy,28,2,1715.4,2,0.0,5,0,0.295
CUST00140,Champions,6,3,3416.05,1,0.0,14,0,0.247
CUST00141,New Customers,28,1,647.85,0,0.0,4,1,0.23
CUST00142,Dormant Customers,169,1,369.26,0,0.0,2,0,0.37
CUST00143,Champions,32,3,4028.8,0,0.0,5,1,0.14
CUST00144,At Risk,86,2,928.58,1,0.0,8,2,0.295
CUST00145,New Customers,30,1,502.35,0,0.0,0,0,0.11
CUST00146,Dormant Customers,108,1,986.21,0,0.0,4,1,0.31
CUST00147,Loyal Customers,84,3,2809.32,0,0.0,1,0,0.183
CUST00148,Champions,4,3,1990.51,0,0.0,5,1,0.25
CUST00149,New Customers,8,1,787.94,0,0.0,8,0,0.2
CUST00150,Dormant Customers,45,2,1008.65,0,0.0,6,2,0.375
CUST00151,Loyal Customers,62,3,2844.17,0,0.0,7,0,0.173
CUST00152,Champions,46,3,2730.26,3,0.0,19,3,0.367
CUST00153,New Customers,3,1,977.12,0,0.0,6,0,0.37
CUST00154,Champions,10,4,3935.38,0,0.0,8,0,0.24
CUST00155,Champions,2,3,2024.8,0,0.0,6,0,0.397
CUST00156,High Value But Unhappy,34,2,4241.75,1,0.5,14,0,0.145
CUST00157,New Customers,0,1,376.83,0,0.0,3,1,0.22
CUST00158,Dormant Customers,155,1,812.34,0,0.0,8,1,0.25
CUST00159,Dormant Customers,474,0,0.0,0,0.0,0,0,0.0
CUST00160,Dormant Customers,177,1,433.18,0,0.0,4,0,0.23
CUST00161,Champions,20,3,1738.05,0,0.0,7,1,0.293
CUST00162,At Risk,91,2,1194.59,0,0.0,2,0,0.29
CUST00163,Dormant Customers,70,1,275.41,0,0.0,3,2,0.37
CUST00164,Dormant Customers,222,0,0.0,0,0.0,1,0,0.0
CUST00165,Loyal Customers,103,3,1825.77,0,0.0,2,0,0.31
CUST00166,New Customers,15,1,1269.41,1,0.0,1,0,0.37
CUST00167,Dormant Customers,219,0,0.0,0,0.0,0,1,0.0
CUST00168,Dormant Customers,85,2,2194.93,0,0.0,2,0,0.01
CUST00169,Dormant Customers,222,0,0.0,0,0.0,1,0,0.0
CUST00170,Dormant Customers,9,2,1708.22,0,0.0,5,0,0.22
CUST00171,New Customers,12,1,1077.78,0,0.0,9,0,0.38
CUST00172,New Customers,8,1,1366.0,1,0.0,5,2,0.39
CUST00173,Dormant Customers,79,1,225.12,0,0.0,10,0,0.27
CUST00174,Dormant Customers,86,1,168.97,0,0.0,14,0,0.42
CUST00175,Dormant Customers,59,2,1378.77,0,0.0,5,0,0.21
CUST00176,Champions,37,3,3830.31,0,0.0,12,0,0.343
CUST00177,Dormant Customers,82,1,255.04,0,0.0,12,0,0.42
CUST00178,Dormant Customers,5,2,1583.88,2,1.0,10,0,0.165
CUST00179,Champions,38,3,1585.62,2,0.0,11,2,0.443
CUST00180,At Risk,96,2,1570.85,0,0.5,9,0,0.26
CUST00181,New Customers,6,1,1107.73,0,0.0,7,1,0.0
CUST00182,Dormant Customers,31,1,305.3,0,0.0,12,0,0.31
CUST00183,Dormant Customers,152,1,1689.98,0,0.0,1,1,0.18
CUST00184,Champions,14,3,2456.91,0,0.0,6,0,0.287
CUST00185,At Risk,114,2,866.52,0,0.0,11,1,0.315
CUST00186,Dormant Customers,41,1,714.65,1,0.0,2,0,0.33
CUST00187,Dormant Customers,149,1,491.11,0,0.0,0,1,0.5
CUST00188,High Value But Unhappy,29,2,1880.31,1,0.0,11,0,0.23
CUST00189,Dormant Customers,140,1,574.39,0,0.0,10,0,0.32
CUST00190,New Customers,6,1,482.88,1,0.0,6,0,0.13
CUST00191,New Customers,28,1,149.0,0,0.0,6,0,0.34
CUST00192,Loyal Customers,55,3,2263.95,0,0.0,8,1,0.28
CUST00193,Dormant Customers,157,1,424.74,0,0.0,3,2,0.21
CUST00194,Loyal Customers,80,3,2967.67,1,0.333,13,3,0.407
CUST00195,New Customers,23,1,654.27,1,0.0,5,0,0.17
CUST00196,Dormant Customers,24,2,1272.38,1,0.0,1,0,0.28
CUST00197,High Value But Unhappy,15,2,2989.16,1,0.0,11,0,0.305
CUST00198,Champions,37,4,4324.83,0,0.0,1,1,0.273
CUST00199,Champions,6,4,3273.56,1,0.0,3,0,0.227
CUST00200,Champions,15,3,3726.66,0,0.0,7,4,0.123
CUST00201,Dormant Customers,93,1,598.21,1,0.0,3,0,0.14
CUST00202,Dormant Customers,141,1,1220.26,0,0.0,9,1,0.33
CUST00203,At Risk,114,2,743.35,0,0.0,6,0,0.39
CUST00204,Dormant Customers,42,1,519.21,0,0.0,17,0,0.28
CUST00205,Champions,30,3,1548.05,0,0.0,13,0,0.25
CUST00206,At Risk,118,2,831.29,0,0.0,7,2,0.375
CUST00207,New Customers,18,1,193.1,0,0.0,11,2,0.62
CUST00208,Loyal Customers,91,4,3282.3,1,0.0,2,1,0.18
CUST00209,Dormant Customers,279,0,0.0,0,0.0,3,0,0.0
CUST00210,Dormant Customers,128,1,409.67,0,0.0,3,0,0.41
CUST00211,At Risk,90,2,3032.55,0,0.0,4,0,0.38
CUST00212,Dormant Customers,204,0,0.0,0,0.0,3,1,0.0
CUST00213,Dormant Customers,86,1,1266.34,1,1.0,2,0,0.09
CUST00214,Dormant Customers,64,1,1427.16,0,0.0,3,0,0.22
CUST00215,Dormant Customers,34,1,646.51,0,0.0,8,2,0.01
CUST00216,Dormant Customers,48,1,1349.42,1,1.0,7,0,0.27
CUST00217,Dormant Customers,79,2,861.18,0,0.0,2,0,0.36
CUST00218,New Customers,23,1,713.95,0,0.0,1,0,0.11
CUST00219,At Risk,154,2,1225.24,0,0.0,3,1,0.47
CUST00220,Dormant Customers,25,2,745.67,1,0.0,14,2,0.19
CUST00221,Dormant Customers,7,2,781.03,0,0.0,16,2,0.345
CUST00222,Dormant Customers,186,0,0.0,0,0.0,1,0,0.0
CUST00223,Discount Sensitive,103,1,757.58,0,0.0,1,0,0.53
CUST00224,Dormant Customers,89,1,747.2,0,0.0,1,1,0.4
CUST00225,At Risk,88,2,2563.85,0,0.0,3,0,0.335
CUST00226,Loyal Customers,54,3,2345.42,1,0.333,6,0,0.157
CUST00227,Dormant Customers,153,1,1070.42,0,0.0,0,0,0.37
CUST00228,Loyal Customers,82,3,1343.2,0,0.0,6,2,0.33
CUST00229,Dormant Customers,92,1,558.95,0,0.0,8,0,0.17
CUST00230,Champions,37,6,6235.96,0,0.0,17,1,0.218
CUST00231,New Customers,23,1,397.92,0,0.0,6,0,0.29
CUST00232,Dormant Customers,55,1,786.26,0,0.0,2,0,0.33
CUST00233,Dormant Customers,361,0,0.0,0,0.0,5,1,0.0
CUST00234,Dormant Customers,17,2,1421.1,0,0.0,6,0,0.135
CUST00235,Dormant Customers,125,1,556.26,0,0.0,2,0,0.34
CUST00236,Dormant Customers,62,1,782.89,1,0.0,8,0,0.37
CUST00237,Champions,15,4,3607.29,0,0.0,8,1,0.253
CUST00238,Dormant Customers,78,1,643.9,1,0.0,1,0,0.33
CUST00239,Dormant Customers,320,0,0.0,0,0.0,4,0,0.0
CUST00240,Dormant Customers,56,2,2277.31,1,0.0,4,0,0.18
CUST00241,Dormant Customers,6,2,2710.93,0,0.0,12,1,0.37
CUST00242,Loyal Customers,82,3,2195.42,0,0.0,11,5,0.317
CUST00243,Dormant Customers,69,1,444.6,1,1.0,3,0,0.43
CUST00244,At Risk,144,2,2449.86,0,0.0,1,0,0.225
CUST00245,Dormant Customers,73,2,1245.78,0,0.0,6,4,0.36
CUST00246,Dormant Customers,52,2,852.1,1,0.0,6,1,0.24
CUST00247,Dormant Customers,57,2,937.32,0,0.0,5,2,0.5
CUST00248,Loyal Customers,71,3,1182.12,0,0.0,2,0,0.31
CUST00249,Dormant Customers,162,1,244.33,0,0.0,5,1,0.38
CUST00250,Dormant Customers,35,1,837.19,0,0.0,6,0,0.3
CUST00251,Dormant Customers,41,1,966.73,1,1.0,14,0,0.37
CUST00252,Dormant Customers,190,0,0.0,0,0.0,4,2,0.0
CUST00253,Dormant Customers,191,0,0.0,0,0.0,3,1,0.0
CUST00254,Dormant Customers,183,0,0.0,0,0.0,4,1,0.0
CUST00255,Champions,22,4,2792.14,1,0.25,10,1,0.2
CUST00256,Dormant Customers,181,0,0.0,0,0.0,1,0,0.0
CUST00257,Dormant Customers,55,2,1042.47,0,0.0,7,0,0.3
CUST00258,Champions,42,3,2284.5,0,0.0,7,0,0.33
CUST00259,Dormant Customers,192,0,0.0,0,0.0,0,0,0.0
CUST00260,Dormant Customers,2,2,1820.81,0,0.0,7,0,0.395
CUST00261,Dormant Customers,51,1,350.44,0,0.0,0,0,0.44
CUST00262,Dormant Customers,9,2,1318.44,0,0.0,5,0,0.12
CUST00263,Champions,25,3,1618.39,2,0.667,15,2,0.373
CUST00264,Dormant Customers,31,2,671.1,1,0.0,7,1,0.31
CUST00265,Dormant Customers,77,1,510.24,0,0.0,7,0,0.38
CUST00266,Loyal Customers,158,2,2193.55,0,0.5,1,0,0.295
CUST00267,New Customers,29,1,441.97,1,0.0,8,0,0.37
CUST00268,Champions,9,2,1517.09,1,0.0,6,1,0.415
CUST00269,Champions,30,3,2563.93,0,0.0,11,1,0.33
CUST00270,Loyal Customers,75,2,968.72,0,0.0,8,2,0.24
CUST00271,Champions,32,2,1421.17,0,0.0,1,0,0.19
CUST00272,Champions,12,5,3882.03,0,0.0,7,0,0.208
CUST00273,Champions,13,5,4433.41,0,0.0,7,1,0.194
CUST00274,Dormant Customers,71,1,695.0,0,0.0,1,0,0.36
CUST00275,Dormant Customers,241,0,0.0,0,0.0,5,1,0.0
CUST00276,Loyal Customers,47,2,3495.3,0,0.0,9,1,0.215
CUST00277,New Customers,2,1,304.61,0,0.0,2,0,0.23
CUST00278,Dormant Customers,69,1,339.56,1,0.0,7,0,0.27
CUST00279,Champions,12,3,2035.77,0,0.0,9,2,0.323
CUST00280,Champions,10,2,1858.49,0,0.0,6,0,0.2
CUST00281,Loyal Customers,35,2,1161.06,0,0.0,3,0,0.335
CUST00282,Dormant Customers,296,0,0.0,0,0.0,1,0,0.0
CUST00283,Champions,18,3,2546.58,1,0.0,8,0,0.323
CUST00284,Dormant Customers,291,0,0.0,0,0.0,1,1,0.0
CUST00285,Loyal Customers,13,2,1070.21,0,0.0,10,0,0.38
CUST00286,Dormant Customers,369,0,0.0,0,0.0,1,1,0.0
CUST00287,Loyal Customers,69,2,2536.41,0,0.0,8,1,0.185
CUST00288,Loyal Customers,110,2,1096.1,0,0.0,1,0,0.255
CUST00289,Loyal Customers,5,2,811.06,0,0.0,5,0,0.36
CUST00290,New Customers,9,1,251.16,1,0.0,6,0,0.34
CUST00291,Dormant Customers,58,1,1708.29,1,0.0,4,1,0.2
CUST00292,Dormant Customers,43,1,657.91,1,1.0,6,2,0.08
CUST00293,Dormant Customers,230,0,0.0,0,0.0,3,0,0.0
CUST00294,Dormant Customers,102,1,1714.42,0,0.0,15,6,0.12
CUST00295,New Customers,16,1,556.31,0,0.0,2,0,0.51
CUST00296,Dormant Customers,132,1,560.55,0,0.0,2,0,0.12
CUST00297,Dormant Customers,154,1,1130.29,0,0.0,13,2,0.16
CUST00298,Dormant Customers,201,0,0.0,0,0.0,6,2,0.0
CUST00299,Dormant Customers,343,0,0.0,0,0.0,0,0,0.0
CUST00300,New Customers,5,1,459.9,0,0.0,5,0,0.42
CUST00301,Champions,9,2,1279.6,1,0.0,7,0,0.205
CUST00302,Loyal Customers,148,2,1740.35,0,0.5,4,2,0.38
CUST00303,Loyal Customers,48,2,1965.56,0,0.0,6,1,0.175
CUST00304,Loyal Customers,87,2,1687.98,0,0.0,4,3,0.205
CUST00305,Dormant Customers,166,1,531.59,0,0.0,6,0,0.19
CUST00306,Champions,19,3,2579.16,1,0.0,2,2,0.19
CUST00307,Dormant Customers,32,1,307.42,1,1.0,0,0,0.5
CUST00308,Loyal Customers,66,2,1535.15,0,0.0,7,1,0.26
CUST00309,New Customers,8,1,1014.02,0,0.0,13,1,0.35
CUST00310,New Customers,22,1,578.27,1,1.0,5,0,0.2
CUST00311,Dormant Customers,48,1,1336.82,0,0.0,4,0,0.1
CUST00312,Dormant Customers,64,1,486.27,0,0.0,9,0,0.2
CUST00313,Dormant Customers,162,1,769.77,0,0.0,16,0,0.33
CUST00314,New Customers,16,1,560.98,0,0.0,0,0,0.29
CUST00315,Champions,17,6,6768.08,0,0.0,11,4,0.33
CUST00316,Loyal Customers,97,2,1079.82,0,0.5,1,2,0.32
CUST00317,Dormant Customers,100,1,1353.24,0,0.0,8,0,0.19
CUST00318,Loyal Customers,47,2,1908.68,0,0.0,2,0,0.27
CUST00319,Dormant Customers,147,1,460.74,0,0.0,0,0,0.33
CUST00320,Champions,25,3,1395.26,0,0.0,10,1,0.297
CUST00321,Loyal Customers,116,2,1114.17,0,0.0,1,2,0.31
CUST00322,Champions,4,5,3351.86,0,0.0,5,0,0.384
CUST00323,Champions,5,2,2509.86,0,0.0,6,0,0.3
CUST00324,Dormant Customers,274,0,0.0,0,0.0,0,0,0.0
CUST00325,Champions,44,3,3542.89,0,0.0,6,1,0.24
CUST00326,Dormant Customers,124,1,471.14,0,0.0,7,3,0.22
CUST00327,New Customers,2,1,367.29,0,0.0,7,1,0.41
CUST00328,Dormant Customers,322,0,0.0,0,0.0,2,0,0.0
CUST00329,New Customers,1,1,299.28,0,0.0,1,0,0.06
CUST00330,Loyal Customers,74,3,1307.8,1,0.0,1,0,0.33
CUST00331,Dormant Customers,151,1,505.92,0,0.0,1,0,0.49
CUST00332,Champions,24,2,2059.8,2,0.5,0,0,0.375
CUST00333,Dormant Customers,75,1,870.15,0,0.0,3,0,0.07
CUST00334,Dormant Customers,85,1,731.49,1,1.0,2,0,0.07
CUST00335,Loyal Customers,148,2,1328.14,0,0.0,7,1,0.38
CUST00336,Loyal Customers,29,2,1156.25,0,0.0,5,0,0.135
CUST00337,Champions,7,2,1887.73,1,0.0,2,0,0.385
CUST00338,New Customers,12,1,887.38,1,1.0,6,0,0.27
CUST00339,Dormant Customers,92,1,465.18,0,0.0,13,0,0.17
CUST00340,Champions,46,3,1900.4,0,0.333,8,1,0.237
CUST00341,New Customers,19,1,790.16,0,0.0,11,0,0.46
CUST00342,Champions,1,2,2309.31,1,0.0,9,0,0.335
CUST00343,Dormant Customers,94,1,410.91,0,0.0,7,1,0.13
CUST00344,Dormant Customers,189,0,0.0,0,0.0,5,0,0.0
CUST00345,Champions,3,3,3946.38,0,0.0,15,0,0.127
CUST00346,Dormant Customers,72,1,494.2,0,0.0,13,1,0.34
CUST00347,Dormant Customers,184,0,0.0,0,0.0,8,1,0.0
CUST00348,Champions,1,3,2509.74,0,0.0,14,2,0.257
CUST00349,Loyal Customers,74,3,2183.21,0,0.0,2,0,0.243
CUST00350,Dormant Customers,41,1,537.51,0,0.0,18,0,0.12
CUST00351,Champions,9,3,2713.22,1,0.333,4,0,0.287
CUST00352,New Customers,27,1,1000.77,0,0.0,13,1,0.12
CUST00353,Loyal Customers,118,2,753.92,0,0.0,4,1,0.215
CUST00354,Loyal Customers,36,2,1158.36,0,0.0,4,1,0.365
CUST00355,Dormant Customers,171,1,715.18,0,0.0,4,2,0.03
CUST00356,Champions,7,4,2192.57,0,0.0,10,1,0.215
CUST00357,Dormant Customers,42,1,513.15,1,0.0,9,1,0.29
CUST00358,Loyal Customers,101,2,1523.36,0,0.0,4,0,0.335
CUST00359,Champions,3,3,2276.09,0,0.0,0,0,0.243
CUST00360,New Customers,2,1,1731.67,0,0.0,1,0,0.33
CUST00361,Dormant Customers,169,1,361.04,0,1.0,3,1,0.12
CUST00362,Champions,23,3,1795.3,0,0.0,12,0,0.277
CUST00363,New Customers,27,1,413.99,1,0.0,2,0,0.32
CUST00364,Dormant Customers,359,0,0.0,0,0.0,0,0,0.0
CUST00365,Dormant Customers,158,1,1015.06,0,0.0,7,0,0.21
CUST00366,Loyal Customers,92,2,3930.92,0,0.0,2,0,0.235
CUST00367,Dormant Customers,212,0,0.0,0,0.0,1,1,0.0
CUST00368,Dormant Customers,55,1,348.81,1,1.0,7,0,0.25
CUST00369,Dormant Customers,71,1,910.05,0,0.0,7,1,0.16
CUST00370,Dormant Customers,172,1,452.14,0,0.0,8,1,0.42
CUST00371,Dormant Customers,124,1,912.11,0,0.0,4,0,0.07
CUST00372,Dormant Customers,56,1,431.11,1,0.0,2,0,0.38
CUST00373,Loyal Customers,73,2,1612.89,0,0.0,9,1,0.3
CUST00374,Dormant Customers,219,0,0.0,0,0.0,0,3,0.0
CUST00375,Loyal Customers,85,2,812.45,1,0.0,2,0,0.435
CUST00376,Champions,45,2,1345.22,0,0.0,5,0,0.12
CUST00377,Loyal Customers,80,3,1386.54,0,0.0,10,0,0.313
CUST00378,Dormant Customers,99,1,1622.32,0,0.0,4,0,0.29
CUST00379,Dormant Customers,75,1,538.25,0,0.0,2,0,0.11
CUST00380,Champions,39,3,1274.45,0,0.0,8,0,0.427
CUST00381,Dormant Customers,182,0,0.0,0,0.0,2,0,0.0
CUST00382,Loyal Customers,45,2,766.55,0,0.0,6,0,0.105
CUST00383,Champions,8,5,2977.28,1,0.2,14,1,0.214
CUST00384,New Customers,26,1,470.31,0,0.0,0,0,0.22
CUST00385,Loyal Customers,63,3,1877.75,0,0.0,6,1,0.323
CUST00386,Champions,0,2,1407.41,0,0.0,13,2,0.29
CUST00387,Dormant Customers,40,1,721.21,0,0.0,1,0,0.31
CUST00388,Dormant Customers,37,1,528.39,0,0.0,6,3,0.37
CUST00389,Champions,14,5,3373.19,1,0.0,11,2,0.344
CUST00390,Loyal Customers,54,2,1639.43,1,0.0,4,1,0.35
CUST00391,Champions,1,2,2384.79,0,0.0,4,0,0.17
